pc_time,gps_time,tow(sec),latitude(degrees),longitude(degrees),altitude(meters),h_accuracy(meters),v_accuracy(meters),n_sats,flags
2018-06-19 11:04:59.326000,2018-06-19 15:05:18.100000,227118.100,35.3258941903,-78.5110264999,35.7244,0.0090,0.0210,16,4
2018-06-19 11:04:59.505000,2018-06-19 15:05:18.200000,227118.200,35.3258925090,-78.5110273531,35.7243,0.0090,0.0210,16,4
2018-06-19 11:04:59.583000,2018-06-19 15:05:18.300000,227118.300,35.3258907831,-78.5110282263,35.7210,0.0090,0.0210,16,4
2018-06-19 11:04:59.650000,2018-06-19 15:05:18.400000,227118.400,35.3258890210,-78.5110291041,35.7235,0.0090,0.0220,16,4
2018-06-19 11:04:59.735000,2018-06-19 15:05:18.500000,227118.500,35.3258872070,-78.5110300040,35.7218,0.0090,0.0220,16,4
2018-06-19 11:04:59.864000,2018-06-19 15:05:18.600000,227118.600,35.3258853806,-78.5110309312,35.7227,0.0090,0.0220,16,4
2018-06-19 11:04:59.946000,2018-06-19 15:05:18.700000,227118.700,35.3258834789,-78.5110318399,35.7214,0.0090,0.0220,16,4
2018-06-19 11:05:0.058000,2018-06-19 15:05:18.800000,227118.800,35.3258815217,-78.5110327952,35.7241,0.0100,0.0230,16,4
2018-06-19 11:05:0.126000,2018-06-19 15:05:18.900000,227118.900,35.3258795000,-78.5110337808,35.7257,0.0100,0.0230,16,4
2018-06-19 11:05:0.249000,2018-06-19 15:05:19.000000,227119.000,35.3258774533,-78.5110347897,35.7265,0.0100,0.0230,16,4
2018-06-19 11:05:0.338000,2018-06-19 15:05:19.100000,227119.100,35.3258753419,-78.5110357642,35.7354,0.0080,0.0180,16,4
2018-06-19 11:05:0.462000,2018-06-19 15:05:19.200000,227119.200,35.3258731692,-78.5110367340,35.7380,0.0080,0.0180,16,4
2018-06-19 11:05:0.543000,2018-06-19 15:05:19.300000,227119.300,35.3258709207,-78.5110376831,35.7406,0.0080,0.0180,16,4
2018-06-19 11:05:0.662000,2018-06-19 15:05:19.400000,227119.400,35.3258686507,-78.5110386366,35.7387,0.0080,0.0190,16,4
2018-06-19 11:05:0.733000,2018-06-19 15:05:19.500000,227119.500,35.3258663196,-78.5110395939,35.7398,0.0080,0.0190,16,4
2018-06-19 11:05:0.850000,2018-06-19 15:05:19.600000,227119.600,35.3258639241,-78.5110406209,35.7439,0.0080,0.0190,16,4
2018-06-19 11:05:0.931000,2018-06-19 15:05:19.700000,227119.700,35.3258614947,-78.5110416023,35.7504,0.0080,0.0200,16,4
2018-06-19 11:05:1.074000,2018-06-19 15:05:19.800000,227119.800,35.3258590144,-78.5110426065,35.7435,0.0080,0.0200,16,4
2018-06-19 11:05:1.127000,2018-06-19 15:05:19.900000,227119.900,35.3258565084,-78.5110436933,35.7413,0.0090,0.0200,16,4
2018-06-19 11:05:1.259000,2018-06-19 15:05:20.000000,227120.000,35.3258538819,-78.5110446857,35.7427,0.0090,0.0200,16,4
2018-06-19 11:05:1.325000,2018-06-19 15:05:20.100000,227120.100,35.3258511984,-78.5110456478,35.7422,0.0090,0.0210,16,4
2018-06-19 11:05:1.455000,2018-06-19 15:05:20.200000,227120.200,35.3258484245,-78.5110465807,35.7454,0.0090,0.0210,16,4
2018-06-19 11:05:1.574000,2018-06-19 15:05:20.300000,227120.300,35.3258456505,-78.5110476308,35.7447,0.0090,0.0210,16,4
